COUNTRY.UN_CODE,SPECIES.ALPHA_3_CODE,AREA.CODE,PRODUCTION_SOURCE_DET.CODE,MEASURE,PERIOD,VALUE,STATUS
16,MOL,77,CAPTURE,Q_tlw,2008,0,N
16,TLN,6,FRESHWATER,Q_tlw,2008,18,E
16,FRF,6,CAPTURE,Q_tlw,2009,0,N
16,HCZ,77,CAPTURE,Q_tlw,2009,1,
16,GPX,77,CAPTURE,Q_tlw,2009,2,
16,SNX,77,CAPTURE,Q_tlw,2009,17,
16,EMP,77,CAPTURE,Q_tlw,2009,9,
16,PWT,77,CAPTURE,Q_tlw,2009,2,
16,SUR,77,CAPTURE,Q_tlw,2009,6,
16,WAH,77,CAPTURE,Q_tlw,2009,136,
16,SKJ,77,CAPTURE,Q_tlw,2009,156,
16,PBF,77,CAPTURE,Q_tlw,2009,1,
16,ALB,77,CAPTURE,Q_tlw,2009,3885,
16,YFT,77,CAPTURE,Q_tlw,2009,399,
16,BET,77,CAPTURE,Q_tlw,2009,249,
16,SFA,77,CAPTURE,Q_tlw,2009,1,
16,BUM,77,CAPTURE,Q_tlw,2009,40,
16,BLM,77,CAPTURE,Q_tlw,2009,0,
16,MLS,77,CAPTURE,Q_tlw,2009,6,
16,SSP,77,CAPTURE,Q_tlw,2009,0,
16,SWO,77,CAPTURE,Q_tlw,2009,11,
16,TUX,77,CAPTURE,Q_tlw,2009,0,
16,LAG,77,CAPTURE,Q_tlw,2009,0,
16,CGX,77,CAPTURE,Q_tlw,2009,2,
16,BRZ,77,CAPTURE,Q_tlw,2009,0,
16,DOL,77,CAPTURE,Q_tlw,2009,11,
16,BAR,77,CAPTURE,Q_tlw,2009,2,
16,THR,77,CAPTURE,Q_tlw,2009,0,
16,MAK,77,CAPTURE,Q_tlw,2009,0,
16,BSH,77,CAPTURE,Q_tlw,2009,1,
16,SKX,77,CAPTURE,Q_tlw,2009,0,
16,MZZ,77,CAPTURE,Q_tlw,2009,6,
16,CRA,77,CAPTURE,Q_tlw,2009,0,N
16,SLV,77,CAPTURE,Q_tlw,2009,1,
16,OCT,77,CAPTURE,Q_tlw,2009,0,N
16,MOL,77,CAPTURE,Q_tlw,2009,0,
16,TLN,6,FRESHWATER,Q_tlw,2009,18,E
16,FRF,6,CAPTURE,Q_tlw,2010,0,N
16,HCZ,77,CAPTURE,Q_tlw,2010,1,
16,GPX,77,CAPTURE,Q_tlw,2010,1,
16,SNX,77,CAPTURE,Q_tlw,2010,4,
16,EMP,77,CAPTURE,Q_tlw,2010,2,
16,PWT,77,CAPTURE,Q_tlw,2010,4,
16,SUR,77,CAPTURE,Q_tlw,2010,7,
16,WAH,77,CAPTURE,Q_tlw,2010,125,
16,SKJ,77,CAPTURE,Q_tlw,2010,123,
16,PBF,77,CAPTURE,Q_tlw,2010,3,
16,ALB,77,CAPTURE,Q_tlw,2010,3976,
16,YFT,77,CAPTURE,Q_tlw,2010,474,
16,BET,77,CAPTURE,Q_tlw,2010,487,
16,SFA,77,CAPTURE,Q_tlw,2010,2,
16,BUM,77,CAPTURE,Q_tlw,2010,55,
16,BLM,77,CAPTURE,Q_tlw,2010,0,
16,MLS,77,CAPTURE,Q_tlw,2010,8,
16,SSP,77,CAPTURE,Q_tlw,2010,1,
16,SWO,77,CAPTURE,Q_tlw,2010,22,
16,TUX,77,CAPTURE,Q_tlw,2010,0,
16,LAG,77,CAPTURE,Q_tlw,2010,0,
16,CGX,77,CAPTURE,Q_tlw,2010,1,
16,BRZ,77,CAPTURE,Q_tlw,2010,0,
16,DOL,77,CAPTURE,Q_tlw,2010,6,
16,BAR,77,CAPTURE,Q_tlw,2010,0,N
